codigo_dea,tipo_titularidad,municipio_nombre,direccion_establecimiento,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso
2021-98,Pública,Móstoles,CALLE Fragua 13  ,28933,EN VEHÍCULO POLICÍA MUNICIPAL SKODA LAROQ 7267 LLZ AYTO MÓSTOLES,426894,4466059,
2021-99,Pública,Móstoles,CALLE Fragua 13  ,28933,EN VEHICULO POLICIA MUNICIPAL SODA LAROQ 6959-LMB AYTO MÓSTOLES,426894,4466059,
2021-130,Pública,Madrid,CTRA de la Sierra 0  ,28048,Termino Municipal El Pardo INSTITUTO NACIONAL DE TECNOLOGÍOA AEROESPACIAL,433578,4487876,
2021-131,Pública,Torrejón de Ardoz,AVIA Nacional II 0  ,28850,Despacho K04-4 PISTAS INSTITUTO NACIONAL DE TECNOLOGÍA AEROESPACIAL,459553,4481943,24h
2021-385,Pública,Madrid,CALLE de la Beneficencia 8  ,28004,PLANTA BAJA ,440654,4475260,7-19
2017-123,Pública,Navalcarnero,CALLE de las Víctimas del Terrorismo   ,28600,CEIP MARÍA MARTÍN EN EL HALL DE ENTRADA PABELLÓN 2º GRADO,415331,4460874,HORARIO LECTIVO
2017-131,Pública,Navalcarnero,CALLE Felguera   ,28600,PISCINA MUNICIPAL HALL DE RECEPCIÓN,413431,4459617,DE 8:00 A 23:00
2018-452,Pública,Colmenarejo,AVDA de Gregorio Peces-Barba Martínez 22  ,28270,AULARIO ENFRENTE CARITA SEGURIDAD Y PTO. INFORMACIÓN UNIVERSIDAD CARLOS III DE MADRID,414389,4489035,8-21
2021-933,Pública,Mejorada del Campo,PLAZA del Progreso 2  ,28840,AYUNTAMIENTO MEJORADA DEL CAMPO ,458861,4471878,
2022-67,Pública,Madrid,CALLE de Isaac Albéniz 1  ,28019,"BIBLIOTECA P,M. AN MARÍA MATUTE.  RECEPCIÓN BIBLIOTECA AYUNTAMIENTO DE MADRID",438888,4472170,LUNES A VIERNES DE 8:30 A 21
2022-101,Pública,Zarzalejo,CALLE Matasanguina 11  ,28293,Sala calderas ,401231,4488228,L a V 9:00 a 22:00
2019-1001,Pública,Aranjuez,CALLE de Santiago Rusiñol 7  ,28300,ENTRADA ,447818,4431326,
2021-264,Pública,Madrid,CALLE de Gotarrendura 3  ,28047,"DENTRO DEL DEPOSITO DE LAGUNA, Nave de Mantenimiento de Ciclo Cor to. METRO DE MADRID",437504,4472753,
2021-265,Pública,Madrid,"AVDA DENTRO DEL DEPOSITO DE METRO DE HORTALEZA L4, NAVE DE MANTENIMIEN 0  ",28033,TO DE CICLO CORTO. METRO DE MADRID,444167,4481665,
2021-266,Pública,Madrid,CALLE de Roquetas de Mar 2  ,28033,"DENTRO DEL DEPOSITO DE METRO DE HORTALEZA L1, NAVE DE MANTENIMIEN TO DE CICLO CORTO.METRO DE MADRID",444372,4481439,
2021-267,Pública,Madrid,AVDA de los Poblados 0  ,,DENTRO DEL DEPOSITO DE METRO DE ALUCHE METRO DE MADRID,435219,4470999,
2021-268,Pública,Madrid,CALLE del Néctar 44  ,28022,"DENTRO DEL DEPOSITO DE METRO DE CANILLEJAS, ENTRADA EDIFICIO OFIC INAS TALLERES CENTRALES. METRO DE MADRID",448370,4477239,
2021-915,Pública,Madrid,CALLE de Nicolás Cabrera 9  ,28049,Campus Cantoblanco ,441754,4488873,24h
2022-8,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,CENTRAL ELECTRICA LT aeropuerto Adolfo Suarez Madrid-Barajas,449721,4482599,
2021-501,Pública,Villanueva de la Cañada,AVDA de la Rioja 0  ,28691,Centro Deportivo San Isidro-Hall Entrada ,415110,4477045,L a V1 6:00 a 22:00 .S 9:00 a 14:00 h. y de 16:30 a 20:30 h.
2021-563,Pública,Madrid,CALLE de Francisco Gervas 10 11 ,28020,JUZGADOS DE FAMILIA. PLANTA 11 EN SECRETARIA ,441252,4479153,
2021-566,Pública,Madrid,CALLE del General Castaños 1 B ,28004,TRIBUNAL SUPERIOR DE JUSTICIA. ENTRADA PRINCIPAL ,441190,4475128,
2022-177,Pública,Loeches,PLAZA de la Villa 1  ,28890,"INSTALADO EN LA VIA PUBLICA, PUERTA DEL AYUNTAMIENTO ",465256,4470431,
2022-247,Pública,Madrid,AVDA de los Poblados 72  ,28044,CENTRO DEPORTIVO MUNICIPAL LAS CRUCES AYUNTAMIENTO DE MADRID,435750,4470111,
2022-266,Pública,Madrid,CALLE de Nicolás Salmerón 8  ,28017,Centro Deportivo Municipal la Almudena ,446697,4474347,
2021-106,Pública,Alcalá de Henares,CALLE Victoria 10  ,28802,HALL DE ENTRADA AYTO. DE ALCALÁ DE HENARES,468614,4481088,
2018-3115,Pública,Getafe,CALLE Ferrocarril 0  ,,"DENTRO DE LA ESTACIÓN DE METRO GETAFE CENTRAL, EN VESTÍBULO, NIVEL -2",437623,4462403,
2021-410,Pública,Torrejón de Ardoz,PLAZA Centro 1  ,28850,DEPENDENCIAS DE POLICÍA LOCAL ,459632,4478828,24/7
2021-446,Pública,Torrelodones,AVDA de Torrelodones 8  ,28250,"Área deportiva de Torreforum-Entrada Principal, sala polivalente ",420061,4492209,
2022-277,Pública,Madrid,AVDA de Asturias 4  ,28029,EDIFCIO SOCIAL METRO DE MADRID PLANTA 0 - HALL DE ENTRADA A EDIFC IO,441340,4479901,
2022-303,Pública,Madrid,PASEO Imperial 20  ,28005,CENTRO DEPORTIVO MUNICIPAL MARQUES DE SAMARANCH ,439111,4473239,
2022-304,Pública,Madrid,CALLE de la Reguera de Tomateros 39  ,28053,CENTRO DEPORTIVOMUNICIPAL WILFRED AGBONAVBARE (ANT. ALBERTO GARCI AYUNTAMIENTO DE MADRID,444304,4469287,
2022-309,Pública,Madrid,CALLE de la Hierbabuena 2  ,28039,CENTRO DEPORTIVO MUNICIPAL PLAYA VICTORIA ,440482,4478943,
2022-310,Pública,Madrid,PASEO de Plata y Castañar 7  ,28021,CENTRO DEPORTIVO MUNICIPAL PLATA Y CASTAÑAR ,438932,4466868,
2022-326,Pública,Madrid,AVDA de Pío XII 110  ,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,
2022-330,Pública,Madrid,AVDA de Pío XII 110  ,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS
2022-328,Pública,Madrid,CALLE de Fermín Caballero 18  ,28034,C.P.FERMIN CABALLERO B18 ,422193,4482526,
2022-331,Pública,Madrid,AVDA de Pío XII 110  ,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS
2021-135,Pública,Torrejón de Ardoz,AVIA Nacional II 0  ,28850,Turborreactores INSTITUTO NACIONAL TECNOLOGÍA AEROESPACIAL,459554,4481947,24H
2021-269,Pública,Móstoles,"CALLE DENTRO DEL DEPÓSITO DE METRO DE LORANCA, NAVE DE MANTENIMIENTO DE 0  ",28938,TRENES. METRO DE MADRID,427642,4460830,
2021-270,Pública,Madrid,AVDA del Cerro Milano 0  ,28051,"DENTRO DEL DEPÓSITO DE METRO DE VALDECARROS, NAVE DE MANTENIMIENT O DE TRENES. METRO DE MADRID",450260,4467015,
2021-386,Pública,Madrid,CALLE de José Abascal 4  ,28003,FONDO ESPAÑOL GARANTIA AGRARIA ,440369,4476658,7-19
2021-394,Pública,Torrejón de Ardoz,CALLE Salvador Allende 7  ,28850,CENTRO CULTURAL FRONTERAS ,458718,4478860,24/7
2021-395,Pública,Torrejón de Ardoz,AVDA Constitución 65  ,28850,MUSEO DE LA CIUDAD ,459647,4478569,24/7
2022-40,Pública,Madrid,CALLE de Albarracín 31 B ,28037,PLANTA BAJA/ SEGURIDAD/JUZGADOS VIOLENCIA SOBRE LA MUJER ,446450,4476023,
2022-42,Pública,Madrid,CALLE de Pradillo 62 B ,28002,OFICINA DE LA PLANTA BAJA ,443310,4477895,
2021-764,Pública,Madrid,PLAZA de Castilla 1 6 ,28046,EN LA PLANTA 6 DERECHA D.G. INFRAESTRUCTURAS,441487,4479614,
2022-84,Pública,Madrid,CALLE de Ferraz 1  ,28008,TEMPLO DEBOD ,439118,4475076,24H
2021-924,Pública,Madrid,CALLE Gran Vía 19 B ,28013,EN LA ZONA DE SEGURIDAD DE LA PLANTA BAJA ,440543,4474595,
2021-234,Pública,Madrid,CALLE de Prim 10  ,28004,BRETON DE LOS HERREROS CUARTEL GENERAL DEL EJÉRCITO DE TIERRA,441197,4474787,
2018-454,Pública,Leganés,AVDA Gregorio Peces Barba 1 BAJA ,28919,PARQUE CIENTIFICO. FRENTE CONSERJERÍA JUNTO ASCENSOR UNIVERSIDAD CARLOS III DE MADRID,436739,4467374,8-21
2018-1846,Pública,Leganés,AVDA Universidad 30  ,28911,RECEPCIÓN BIBLIOTECA REY PASTOR UNIVERSIDAD CARLOS III CAMPUS LEGANES,434845,4464863,9-21H 
2022-19,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,Patio Carrillos T123 Patio Sur T1 Aeropuerto Adolfo Suarez Madrid-Barajas,449721,4482599,
2022-27,Pública,Madrid,CALLE de Esteban Carros 37  ,28053,E.I. LOS DELFINES ,444172,4469425,
2021-567,Pública,Madrid,CALLE del General Castaños 1 B ,28004,TRIBUNAL SUPERIOR DE JUSTICIA. ENTRADA PLAZA SALESAS ,441190,4475128,
2022-209,Pública,San Fernando de Henares,CALLE Eugenia de Montijo 0  ,28830,POLIDEPORTIVO MUNICIPAL M3 ,455165,4475639,16-22
2022-39,Pública,Madrid,CALLE de Albarracín 31 2 ,28037,PLANTA SEGUNDA/ JUZGADOS VIOLENCIA SOBRE LA MUJER ,446450,4476023,
2022-233,Pública,Madrid,CALLE del Cerro de Almodóvar 9  ,28031,CDM CERRO ALMODOVAR ,448922,4470324,
2022-234,Pública,Madrid,CALLE de las Canarias 17  ,28045,CDM CENTRO INTEGRADO ARGANZUELA ,440982,4472633,
2021-346,Pública,Rivas-Vaciamadrid,AVDA de José Hierro 82  ,,EN VEHÍCULO PATRULLA POLICÍA LOCAL AYTO. RIVAS VACIAMADRID,454984,4466458,24h/365dias
2021-402,Pública,Torrejón de Ardoz,CALLE San Fernando 0  ,28850,COMPLEJO DEPORTIVO J. A. SAMARANCH ,458447,4479082,24/7
2021-404,Pública,Torrejón de Ardoz,CALLE Londres 11  ,28850,CENTRO DEPORTIVO LONDRES - ZONA AFI ,460281,4479057,24/7
2021-420,Pública,Torremocha de Jarama,CALLE del Canal de Isabel II 34  ,28189,POLIDEPORTIVO ,457986,4520846,
2017-234,Pública,Aldea del Fresno,CALLE CAMPO DE FÚTBOL MUNICIPAL. EN VESTUARIOS 1  ,,"KM 48,6 DE M-510 AYUNTAMIENTO DE ALDEA DEL FRESNO",397622,4464784,apertura de la instalación
2021-447,Pública,Torrelodones,CALLE Cudillero 6  ,28250,Policía local -Vehiculo policial Matricula 8658 KGD ,421570,4491333,
2021-457,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,PARQUE CENTRAL DE BOMBEROS DEL AEROPUERTO DE MADRID BARAJAS ,449721,4482599,
2022-7,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,CENTRAL ELECTRICA CELA AEROPUERTO Adolfo Suarez Madrid-Barajas,449721,4482599,
2022-43,Pública,Madrid,CALLE de Pradillo 62 2 ,28002,PLANTA 2 ,443310,4477895,
2022-81,Pública,Madrid,CALLE de Montalbán 1  ,28014,"FASE 1, PLANTA 4, ESCALERA S PALACIO DE CIBIELES",441312,4474480,24H
2021-693,Pública,Madrid,CALLE del Poeta Joan Maragall 66 6 ,28020,EN LA PLANTA 6 D.G. INFRAESTRUCTURAS,441403,4479604,
2021-655,Pública,Torrejón de Ardoz,CALLE Río 16 B ,28850,CONTROL SEGURIDAD/ PLANTA BAJA D.G. INFRAESTRUCTURAS JUDICIALES,459977,4477784,
2021-537,Pública,Pozuelo de Alarcón,CTRA Vía de las Dos Castillas 33 B ,28223,JUZGADO Nº3 DE POZUELO ÁTICA 3 D.G. INFRAESTRUCTURAS JUDICIALES,433322,4476955,
2021-538,Pública,Pozuelo de Alarcón,CTRA Vía de las Dos Castillas 33 2 ,28223,JUZGADO Nº 2 DE POZUELO ÁTICA 3 ,433322,4476955,
2021-692,Pública,Madrid,CALLE del Poeta Joan Maragall 66 7 ,28020,EN LA PLANTA 7 D.G. INFRAESTRUCTURAS JUDICIALES,441403,4479604,
2021-694,Pública,Madrid,CALLE del Poeta Joan Maragall 66 5 ,28020,EN LA PLANTA 5 D.G. INFRAESTRUCTURAS,441403,4479604,
2021-101,Pública,Alcalá de Henares,CALLE Escritorios 15  ,28801,HALL DE ENTRADA AYTO ALCALÁ DE HENARES,468802,4481200,
2021-376,Pública,Madrid,CALLE Gran Vía 21  ,28013,DENTRO DE LA ESTACION DE METRO DE GRAN VIA. EN EL VESTIBULO PRINC IPAL,440504,4474597,
2017-125,Pública,Navalcarnero,CALLE Felguera 1  ,28600,CEIP JOSÉ JALÓN HALL DEL EDIFICIO PRINCIPAL,413452,4459693,HORARIO LECTIVO
2019-1967,Pública,Madrid,CALLE de la Portera del Cura 4  ,28034,VESTIBULO PABELLON B ,439361,4482506,8-14
2021-528,Pública,Pozuelo de Alarcón,AVDA Radio y Televisión 4  ,28223,VESTIBULO/PASILLO CENTRAL EDIFICIO RTVE PRADO DEL REY ,433066,4473592,
2022-11,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,FILTRO DE EMPLEADOS T1 RYANAIR Aeropuerto Adolfo Suarez Madrid-Barajas,449721,4482599,
2021-755,Pública,Madrid,PLAZA de Castilla 1 1 ,28046,EN LA PLANTA 1ª DERECHA D.G. INFRAESTRUCTURAS JUDICIALES,441487,4479614,
2022-171,Pública,Parla,AVDA Juan Carlos I 17 2 ,28981,JUZGADOS DE PRIMERA INSTANCIA DE PARLA- PLANTA 2- ,434557,4453452,
2022-237,Pública,Madrid,CALLE Vía Carpetana 57  ,28047,CENTRO DEPORTIVO MUNICIPAL ANTIGUO CANODROMO ,437604,4472194,
2022-238,Pública,Madrid,CALLE del Payaso Fofó   ,28018,CENTRO DEPORTIVO MUNICIPAL ANGEL NIETO (ANT.PTE VALLECAS) ,444010,4471408,
2022-248,Pública,Madrid,CALLE de El Provencio 20  ,28043,CENTRO DEPORTIVO MUNICIPAL LUIS ARAGONÉZ AYUNTAMIENTO DE MADRID,446753,4479650,
2022-271,Pública,Madrid,PASEO del Embarcadero 8  ,28011,CENTRO DEPORTIVO MUNICIPAL LAGO CASA DE CAMPO (NAVE CENTRAL) ,437941,4474302,
2022-286,Pública,Madrid,AVDA de Rafaela Ybarra 52  ,28026,CENTRO DEPORTIVO MUNICIPAL ORCASITAS ,439511,4469706,
2021-422,Pública,Sevilla la Nueva,AVDA del Guadarrama 0  ,28609,POLIDEPORTIVO HÉCTOR VALERO ,414016,4468013,segun actividad del recinto l-d
2021-423,Pública,Sevilla la Nueva,CALLE Villanueva 14  ,28609,PABELLÓN ADOLFO SUÁREZ ,412499,4466885,SEGUN ACTIVIDAD DEL RECINTO L-D
2022-12,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,FILTRO DE TRIPULACIONES T2 OFICINAS Aeropuerto Adolfo Suarez Madrid-Barajas,449721,4482599,
2022-18,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,Patio Carrillos T123 Patio Central T1 Aeropuerto Adolfo Suarez Madrid-Barajas,449721,4482599,
2022-46,Pública,Madrid,CALLE de Pradillo 66 2 ,28002,PLANTA 2/ REGISTRO CIVIL ,443333,4477919,
2022-47,Pública,Madrid,CALLE de Pradillo 66 4 ,28002,PLANTA 4 /REGISTRO CIVIL ,443333,4477919,
2021-505,Pública,Villanueva de la Cañada,AVDA Dehesa 1  ,28691,Coche Policia Local -Coche nº 2 Itinerante DISPOSITIVO MOVIL,415335,4478633,24 H
2021-765,Pública,Madrid,PLAZA de Castilla 1 7 ,28046,EN LA PLANTA 7 DERECHA D.G. INFRAESTRUCTURAS JUDICIALES,441487,4479614,
2021-763,Pública,Madrid,PLAZA de Castilla 1 5 ,28046,EN LA PLANTA 5 IZQUIERDA D.G. INFRAESTRUCTURAS JUDICIALES,441487,4479614,
2022-77,Pública,Madrid,CALLE del Conde Duque 9  ,28015,ACCESO PATIO NORTE IZQUIERDA RELOJ FICHAJE CENTRO CULTURAL CONTEMPORANEA,439675,4475343,24H
2021-838,Pública,Leganés,PLAZA Comunidad de Madrid 5 B ,28914,JUZGADOS DE LEGANES. SEGURIDAD. PLANTA BAJA ,435633,4464397,
2022-305,Pública,Madrid,CALLE del Tranvía de Arganda 4  ,28031,CENTRO DEPORTIVO MUNICIPAL PALOMERAS SALIDA PISTAS AYUNTAMIENTO DE MADRID,446125,4470422,
2022-307,Pública,Madrid,CALLE de Andrés Arteaga 5  ,28026,CENTRO DEPORTIVO MUNICIPAL MOSCARDO V ,440035,4471081,
2022-308,Pública,Madrid,CALLE de Martínez Corrochano 26  ,28007,CENTRO DEPORTIVO MUNICIPAL LAS ADELFAS ,443237,4472649,
2021-392,Pública,Torrejón de Ardoz,CALLE Londres 5  ,28850,CASA DE LA CULTURA ,459826,4478937,24/7
2021-393,Pública,Torrejón de Ardoz,CALLE Hilados 0  ,28850,CENTRO CULTURAL EL PARQUE ,460731,4477635,24/7
2021-463,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,PATIO CARRILLOS T4 NORTE DERECHA ,449721,4482599,
2022-56,Pública,Madrid,PLAZA de Castilla 1 B ,28046,ENTRADA/SEGURIDAD ,441487,4479614,
2021-758,Pública,Madrid,PLAZA de Castilla 1 2 ,28046,EN LA PLANTA 2ª IZQUIERDA D.G. INFRAESTRUCTURAS,441487,4479614,
2021-695,Pública,Madrid,CALLE del Poeta Joan Maragall 66 4 ,28020,EN LA PLANTA 4 D.G. INFRAESTRUCTURAS,441403,4479604,
2021-696,Pública,Madrid,CALLE del Poeta Joan Maragall 66 3 ,28020,EN LA PLANTA 3 D.G. INFRAESTRUCTURAS,441403,4479604,
2022-87,Pública,Madrid,CALLE de Montalbán 1  ,28014,FASE 2 - PLANTA 2 - CENTRO DE CONTROL 3 ,441312,4474480,24H
2021-840,Pública,Leganés,PLAZA Comunidad de Madrid 5 3 ,28914,JUZGADOS DE LEGANES. PLANTA TERCERA ,435633,4464397,
2022-137,Pública,Madrid,PLAZA de Manuel Becerra 4  ,28028,"DENTRO DE LA ESTACIÓN DE MANUEL BECERRA, EN ACCESO LÍNEA 6 HALL ",443211,4475434,
2022-176,Pública,Loeches,CALLE la Estrella 14  ,28890,POLIDEPORTIVO JOSE RODRIGUEZ AYUNTAMIENTO DE LOECHES,464888,4470095,
2018-3143,Pública,Getafe,AVDA del Casar 0  ,28903,DENTRO DE LA ESTACIÓN DE METRO DEL CASAR EN EL VESTÍBULO,439677,4463373,
2021-467,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,SOTANO HIPODROMOS T4 1 AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS,449721,4482599,
2017-164,Pública,Madrid,CALLE de Arturo Soria 140 BAJA ,28043,CONSERVATORIO DE MÚSICA ARTURO SORIA PASILLO DE ACCESO A CAFETERÍA Y DESPACHOS EQUIPO DIRECTIVO,444690,4478086,9:00 A 22:00
2018-2378,Pública,Madrid,CALLE de O'Donnell 50 BAJA ,28009,CONSEJERÍA DE POLÍTICAS SOCIALES Y FAMILIA ,443067,4474716,24H
2018-450,Pública,Leganés,AVDA Universidad 30 BAJA ,28911,EDIF 5 AUDITORIO UNIVERSIDAD CARLOS III DE MADRID,438249,4462991,8-21
2021-926,Pública,Madrid,CALLE Gran Vía 52 B ,28013,EN LA ZONA DE SEGURIDAD DE LA PLANTA BAJA ,440034,4474734,
2021-927,Pública,Madrid,AVDA de los Hermanos García Noblejas 37 5 ,28037,PLANTA 5. JUZGADOS DE MENORES ,446269,4475917,
2021-500,Pública,Villanueva de la Cañada,CALLE Polideportivo 0  ,28691,Polideportivo Santiago Apostol-Entrada Principal ,415666,4478665,L-V 9-22:30 S y D 10-21
2021-515,Pública,Madrid,CALLE de Barquillo 23 B ,28004,FISCALIA DEL TSJ DE LA COMUNIDAD DE MADRID ,440977,4474872,
2021-921,Pública,Madrid,CALLE Gran Vía 12 2 ,28013,PLANTA SEGUNDA /JUZGADOS ,440709,4474572,
2021-571,Pública,Leganés,CALLE Puerto de Somosierra 13 1 ,28919,"ENFRENTE DE LA SECRETARIA, AL LADO DE LA FOTOCOPIADORA ",441980,4475365,
2021-634,Pública,Villanueva del Pardillo,AVDA de los Estudiantes 2  ,28229,POLIDEPORTIVO MUNICIPAL PISCINA ,417595,4481796,
2021-57,Pública,Madrid,CALLE del Ginebro 1  ,28041,RECEPCIÓN - ZONA DE SEGURIDAD ,440858,4468635,
2021-58,Pública,Madrid,CALLE de la Alhambra 89  ,28047,RECEPCIÓN - ZONA SEGURIDAD CENTRO DE FORMACIÓN Y EMPLEO LOS CARMENES,436917,4472050,
2021-59,Pública,Madrid,PASEO de Pontones 10  ,28005,RECEPCIÓN - ZONA DE SEGURIDAD ,439262,4472967,
2021-456,Pública,Madrid,AVDA de la Hispanidad 0  ,28042,PARQUE CENTRAL DE BOMBEROS DEL AEROPUERTO DE MADRID BARAJAS ,449721,4482599,
2021-504,Pública,Villanueva de la Cañada,PLAZA de la Noria 0  ,28691,Cuartel Guardia Civil-Hall Entrada ,414975,4478262,L A D 8:00 a 22:00
2021-787,Pública,Mejorada del Campo,PLAZA del Progreso 1  ,28840,AYUNTAMIENTO MEJORADA DEL CAMPO ,458868,4471843,
2021-656,Pública,Torrejón de Ardoz,AVDA Fronteras 0 2 ,28850,PLANTA SEGUNDA/ INSTANCIA Nº4 D.G. INFRAESTRUCTURAS JUDICIALES,459016,4478733,
2021-497,Pública,Madrid,CALLE de la Corbeta 14  ,28042,"DENTRO DE LA ESTACIÓN DE ALAMEDA DE OSUNA, EN VESTÍBULO ESQUINA CALLE RIOJA",450137,4478690,
2019-2031,Pública,Madrid,CALLE de Colomer 3  ,28028,HALL EDIFICIO B FRENTE A CONSEGERIA IES AVDA. TOREROS,443606,4476086,
2021-340,Pública,Rivas-Vaciamadrid,AVDA de José Hierro 82  ,28521,EN VEHÍCULO PATRULLA AYTO. RIVAS VACIAMADRID,454984,4466458,24h/365dias
2018-207,Pública,Parla,CMNO de la Cantueña 12  ,,PARQUE DE BOMBEROS DE PARLA INSTALADO EN VEHÍCULO DE INTERVENCIÓN,435286,4455486,24H
2018-455,Pública,Getafe,CALLE Madrid 126 BAJA ,28903,EDIF. 15 LOPEZ ARANGUREN FRENTE CONSERJERIA PARED BCO. SANTANDER UNIVERSIDAD CARLOS III DE MADRID,438249,4462991,8-21
2021-768,Pública,Getafe,CALLE EDIFICIO 8- RECTORADO - FRENTE CONSERJERÍA 126  ,28005,,438251,4462992,8-21
2018-369,Pública,Pozuelo de Alarcón,AVDA Juan XXIII 4  ,28224,ESCUELA DE MAYORES AYTO. POZUELO DE ÁLARCÓN,432105,4477900,
2021-792,Pública,Mejorada del Campo,CALLE de Miguel Hernández 6  ,28840,Pistas Deportivas ,458820,4471755,
2021-104,Pública,Alcalá de Henares,CALLE Octavio Paz 15  ,28806,HALL DE ENTRADA AYTO ALCALÁ DE HENARES,468704,4483498,DE 8 A 21
2021-105,Pública,Alcalá de Henares,PLAZA de Sepúlveda 12  ,28804,SALA BIBLIOTECA AYTO ALCALA DE HENARES,470234,4481450,
2021-256,Pública,Madrid,CALLE de Prim 10  ,28004,PALACIO PLANTA 3 EME ACUARTELAMIENTO PALACIO BUENA VISTA,441197,4474787,
2021-257,Pública,Madrid,CALLE de Prim 10  ,28004,PALACIO PLANTA 2 EME. ACUARTELAMIENTO PALACIO BUENA VISTA,441197,4474787,
2021-258,Pública,Madrid,CALLE de Prim 10  ,28004,PALACIO PLANTA 1 CUARTEL GENERAL DEL EJERCITO DE TIERRA,441197,4474787,
2021-259,Pública,Madrid,CALLE de Prim 10  ,28004,PATIO SALON DE ACTOS CUARTEL GENERAL DEL EJERCITO DE TIERRA,441197,4474787,
2021-260,Pública,Madrid,CALLE del Príncipe 14  ,28012,TEATRO DE LA COMEDIA INSTITUTO NACIONAL DE LAS ARTES ESCENICAS,440575,4474122,
2021-526,Pública,Madrid,AVDA de Manoteras 50  ,28050,EDIFICIO ALBOR ,443887,4482051,
2021-572,Pública,Madrid,CALLE de La Coruña 25  ,28020,Hall de las escaleras y ascensor ,440695,4478519,
2021-591,Pública,Madrid,CALLE del Arzobispo Morcillo 4  ,28029,RECEPCIÓN CONSERJERÍA UNIVERSIDAD AUTONOMA DE MADRID. MEDICINA DECANATO,441413,4481424,
2021-621,Pública,Villanueva del Pardillo,AVDA Santa María de la Colina 0  ,28229,ACCESO URBANIZACIÓN NATURA/SANTA MARÍA ,419886,4482167,
2021-628,Pública,Villanueva del Pardillo,CMNO del Caño 3  ,28229,CENTRO DE MAYORES ,418259,4482485,
2021-631,Pública,Villanueva del Pardillo,CALLE del Río Turia 1  ,28229,PISTA DE ATLETISMO ,418742,4482497,
2021-635,Pública,Villanueva del Pardillo,AVDA de Guadarrama 20  ,28229,CENTRO MUNICIPAL TAMARA ROJO ,418445,4482994,
2021-71,Pública,Torrejón de Ardoz,CALLE Cañada 50  ,28850,CENTRO CULTURAL RAFAEL ALBERTI AYTO. TORREJON DE ARDOZ,461577,4478606,
2021-242,Pública,Madrid,CALLE de Almagro 33  ,28010,"Ubicación en cabina de seguridad MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",441327,4476009,8:00-18:00 L-V
2021-342,Pública,Rivas-Vaciamadrid,AVDA de José Hierro 82  ,28521,EN VEHÍCULO PATRULLA POLICÍA LOCAL AYTO. RIVAS VACIAMADRID,454984,4466458,24h/365dias
2021-494,Pública,Fresno de Torote,CALLE del Romeral 5  ,28815,VESTUARIO CAMPO DE FUTBOL AYTO DE FRESNO DE TOROTE,466338,4496717,24 HORAS
2021-545,Pública,Móstoles,CALLE Luis Jiménez de Asúa 0 B ,28931,JUZGADOS DE LO PENAL/ SEGURIDAD ,426722,4464108,
2017-10,Pública,Pinto,CALLE de la Cadena S/N  ,28320,CENTRO CULTURAL CASA DE LA CADENA HALL PRINCIPAL DE ENTRADA JUNTO A MOSTRADOR DE ATENCIÓN AL PÚBLIC,440720,4454830,08:00 horas a 23:00
2017-12,Pública,Pinto,CALLE Asturias s/n  ,28320,PABELLÓN MUNICIPAL SANDRA AGUILAR HALL PRINCIPAL JUNTO A MOSTRADOR DE CONSERJERÍA,441025,4455675,08:00 A 22:00
2017-13,Pública,Pinto,PLAZA de la Constitución S/N  ,28320,CASA CONSISTORIAL HALL DE ENTRADA,440421,4454734,07:00  A 18:00
2017-18,Pública,Pinto,CALLE Torrejón 1  ,28320,CENTRO MUNICIPAL SANTA ROSA DE LIMA HALL PRINCIPAL DE ENTRADA,440311,4454688,08:00 A 21:00
2021-866,Pública,Madrid,AVDA de Monforte de Lemos 38  ,28034,AYUNTAMIENTO DE MADRID ,439898,4481183,
2021-272,Pública,Madrid,"CTRA M-203 KM3,1  ",28052,DENTRO DE LA COCHERA DE METRO DE PUERTA DE ARGANDA. NAVE DE ESTAC IONAMIENTO/MANTENIMIENTO. JUNTO A ERMITA VIRGEN DE LA TORRE 0.,450975,4471007,
2021-273,Pública,Madrid,CALLE de Gonzalo de Córdoba 12  ,28010,METRO DE MADRID. EDIFICIO SUBESTACIÓN ELÉCTRICA QUEVEDO CDC. VEST ÍBULO RECEPCIÓN. METRO DE MADRID,440403,4475982,
2021-388,Pública,Torrejón de Ardoz,AVDA Virgen de Loreto 2  ,28850,SERVICIOS SOCIALES ,459722,4478624,24H
